ID,SMILES,Affinity,CNN_Pose_Score,CNN_Affinity
hop_265,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)Cc(c(c(c34)c([O-])[nH]c(n4)=O)CN(C[C@H]56)C[C@H](N6)CC5)c(n3)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1cc(C)nc(c12)nc(=O)[nH]c2[O-],-3.18,0.3382,6.858
hop_266,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C)c(n[nH+]c3N(C[C@H]45)C[C@H](N5)CC4)NS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Cc1cc(N)n[nH+]c1,-7.76,0.4728,8.811
hop_267,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](CS3)C(=O)N(C[C@@H]3C(=O)N(C[C@H]45)C[C@H](N5)CC4)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1CCSCCN1,-4.37,0.4119,6.423
hop_268,C1[C@@H](F)CN(CCC2)[C@]12COc(c(C)c(c(c34)snn4)N(C[C@H]56)C[C@H](N6)CC5)c3NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1cc(C)cc(c12)snn2,-4.13,0.46,6.405
hop_269,C1[C@@H](F)CN(CCC2)[C@]12COc(c(c3)N(C[C@H]45)C[C@H](N5)CC4)n(c36)C(C)(C)C[C@H]6C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CC(C)(C)n(c12)ccc2,-2.79,0.4299,6.346
hop_270,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](C(=C34)CCCC3)C[N@H+]([C@H]4S(=O)(=O)CN(C[C@H]56)C[C@H](N6)CC5)c7cccc(c7)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from C1C[NH2+]CC(=C12)CCCC2,-4.73,0.492,6.817
hop_271,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@H]34)C[N@+](C)([C@H](C(=O)O4)[C@@H]3N(C[C@H]56)C[C@H](N6)CC5)CCc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[N@H+]1CC[C@H](C2)OC(=O)[C@@H]12,-6.69,0.4187,6.555
hop_272,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)n(c3N(C[C@H]45)C[C@H](N5)CC4)c(=O)nc(c36)C[C@H](CC6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CCCc(c12)nc(=O)[nH]c2,-8.74,0.6408,9.051
hop_273,C#Cc1c(F)ccc(c12)cc(O)cc2CS(=O)(=O)N[C@@H]3CC[C@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H](SCC(O6)=O)[C@@]36CCOC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from O=C(O1)CS[C@@H]([C@H]12)CCCC2,-5.4,0.3407,6.555
hop_274,C1C[C@@H](N2)CN(C[C@H]12)c(c3)cccc3[C@]4(C)CC(C)=C(C)C[C@@]4(Cn(cn5)cc5OC[C@@]67N(C[C@H](F)C6)CCC7)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from CC1=C(C)C[C@@H](C)[C@H](C)C1,-2.34,0.5243,7.385
hop_275,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3CC[C@H](N[C@H]34)[C@H]([C@H](C)[C@@H]4N(C[C@H]56)C[C@H](N6)CC5)C(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 3 from [C@@H]12C[C@H](C)C[C@H](N2)CCC1,-5.02,0.5122,6.52
hop_276,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@H](C[C@H]34)C[C@H]([NH2+]3)C[C@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 3 from [C@H]12CCC[C@H]([NH2+]2)CCCCC1,-7.07,0.5764,9.342
hop_277,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@@H](CC[C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([N@H+]36)C(=O)NC[C@H]6C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from O=C1NCC[N@H+]([C@@H]12)CCCCC2,-3.78,0.5417,6.613
hop_278,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@H]([NH3+])[C@@H](N(C[C@H]45)C[C@H](N5)CC4)Cc(c36)n(nc6C)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1nn(C)c(c12)CC[C@H](C2)[NH3+],-3.78,0.4436,6.602
hop_279,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]([C@]34C)[C@@](C)([C@](C)(CO4)[C@H](C)[C@@H]3N(C[C@H]56)C[C@H](N6)CC5)S(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@]12[C@H](C)C[C@](C)(OC2)C[C@H]1C,-3.45,0.491,6.911
hop_280,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@H]3[C@H](C)[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@H](NC3=O)CC(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from O=C1[C@H](C)[C@H](C)CCN1,-6.17,0.455,6.606
hop_281,C#Cc1c(F)ccc(c12)cc(O)cc2Cc3cc(=O)cc(N(C[C@H]45)C[C@H](N5)CC4)n3S(=O)(=O)COC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from Cc1cc(=O)cc[nH]1,-5.62,0.556,8.703
hop_282,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@@H]([C@H]34)CCC[N@H+]3C)C[C@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]4Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from C[C@H]1CCC[C@@H]([C@@H]12)CCC[N@H+]2C,-3.1,0.4846,6.322
hop_283,C#Cc1c(F)ccc(c12)cc(O)cc2CC3=C(N)[C@@H](C[C@@H]34)[C@](C)([C@@]4(C)CN(C[C@H]56)C[C@H](N6)CC5)C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC([C@H]12)=C(N)[C@H](C2)[C@@H](C)C1(C)C,-4.36,0.4547,6.678
hop_284,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(c3N)c(C)c(Cl)c(N(C[C@H]45)C[C@H](N5)CC4)[n+]3C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from Cc1c(C)c(N)[nH+]cc1Cl,-4.88,0.4198,8.581
hop_285,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](C3)[C@@H](C)C[C@H]([C@@]34C)[C@@](C)(N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1CC[C@H](C)[C@H]([C@@]12C)C[C@@H](C)CC2,-2.23,0.3643,6.042
hop_286,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](C[C@@]34O)[C@H](C[C@@H]3C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](C#N)[C@@H]4S(=O)(=O)COC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from O[C@]12C[C@H](C#N)[C@@H](CC2)CC1,-3.69,0.4482,6.164
hop_287,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)c3c(N(C[C@H]45)C[C@H](N5)CC4)[nH+]n(c3N)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Nc1cc[nH+][nH]1,0.85,0.4448,6.531
hop_288,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@@H](C(=O)c(c34)sc(N)c4C)SCC(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H]3N7CCC(CC7)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from Cc1c(N)sc(c12)C(=O)[C@H](S)CC2,-3.87,0.3362,6.754
hop_289,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3CC[C@@H](N[C@@H]34)[C@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](C4)Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from [C@@H]12C[C@H](C)C[C@H](N2)CCC1,-5.66,0.6562,6.775
hop_290,C1[C@@H](F)CN(CCC2)[C@]12COC[C@]34[C@@H](C[C@H](C)CC3)[C@](CCC4)(N(C5)CC5N(C[C@H]67)C[C@H](N7)CC6)Cc8cc(O)cc(c89)ccc(F)c9C#C St 2 from C1CC[C@H](C)[C@H]([C@@]12C)C[C@@H](C)CC2,-3.64,0.465,6.968
hop_291,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)CC#C[C@]([C@@H]34)(N(C[C@H]56)C[C@H](N6)CC5)CN(CC4)[C@H](C)[C@H]3OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C#C[C@H]([C@H]12)CN([C@@H](C)C1)CC2,-5.97,0.5052,6.729
hop_292,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3C[N@H+](C(C)(C)CC34)[C@@](C)([C@H]4C(=O)N(C[C@H]56)C[C@H](N6)CC5)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C12CC(C)(C)[N@@H+](C(C)(C)C1)CC2,-3.38,0.5408,6.67
hop_293,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@]34[C@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@H]([C@@H](C)C4=O)[C@](C)(C3)Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from CC(C)([C@@H]12)C[C@@H](CC2)C(=O)[C@@H]1C,-4.59,0.5068,6.565
hop_294,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)[C@H]([C@@H]36)[NH2+]C[C@H](O6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from [NH2+]1CCO[C@@H]([C@H]12)CCCC2,-4.6,0.4304,6.285
hop_295,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)NC[C@@H](N3)[C@@H](SC[C@@H]3CN(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1CS[C@H](C)CN1,-8.42,0.6128,9.067
hop_296,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)C(=C36)NC[C@H](C6=O)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CCCC(=C12)NCCC2=O,-5.08,0.5116,6.769
hop_297,C#Cc1c(F)ccc(c12)cc(O)cc2[C@]34CC[C@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](C3)N(C4)CC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from [C@@H]12C[C@@H](NC1)CCC2,-8.41,0.5468,8.858
hop_298,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)n(c3N(C[C@H]45)C[C@H](N5)CC4)c(N)[n+](c3)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Nc1[nH]cc[nH+]1,-9.55,0.534,8.714
hop_299,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C(O3)=O)C[C@H](N(C[C@H]45)C[C@H](N5)CC4)[C@H]3CCCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@H](O1)CCCC1=O,-4.11,0.4492,7.744
hop_300,C1[C@@H](F)CN(CCC2)[C@]12COCC(=O)[N@H+]3CCNC(=O)C[C@@]3(CN(C[C@H]45)C[C@H](N5)CC4)\C=C\Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1C[C@H](C)[NH2+]CCN1,-6.22,0.4521,6.754
hop_301,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@](C)(C(=O)N3CCC4)[C@H](O)c(c3c45)cc(N(C[C@H]67)C[C@H](N7)CC6)c5C(=O)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from O[C@@H]1[C@@H](C)C(=O)N2CCCc3cccc1c23,-5.24,0.57,6.691
hop_302,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)cn(c36)c(c(C#N)c6N)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#Cc(c1N)c(C)n(c12)cccc2,-4.91,0.4138,6.995
hop_303,C1C[C@@H](N2)CN(C[C@H]12)[C@]34[C@@H]5C[C@H](C3)C[C@](C4)(C(=O)[C@H]5OC[C@@]67N(C[C@H](F)C6)CCC7)C(=O)Cc8cc(O)cc(c89)ccc(F)c9C#C St 3 from [C@H]12[C@@H]3C[C@H](C1)C[C@@H](C3)C(=O)C2,-5.86,0.6061,7.021
hop_304,C1[C@@H](F)CN(CCC2)[C@]12COc([nH+]c3N(C[C@H]45)C[C@H](N5)CC4)c(o3)NS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Nc1c[nH+]co1,-9.64,0.6468,8.808
hop_305,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)O[C@@H](C[C@H](C[N@H+](C3)C)N(C[C@H]45)C[C@H](N5)CC4)[C@H]3NS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[N@H+](C1)CCC[C@@H](O)[C@@H]1N,-6.62,0.5414,8.527
hop_306,C1[C@@H](F)CN(CCC2)[C@]12COC[C@](C3=O)(C4(C)C)[C@@H](N(C)C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([C@@H]4[C@@]37CCC(=O)O7)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1C[C@](C)(C2=O)C(C)(C)[C@@H]1[C@]23CCC(=O)O3,-3.93,0.4042,6.59
hop_307,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)C[C@]36COC(=O)[C@H]6Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1OC(=O)[C@@H](C)C12CCCCC2,-5.01,0.465,6.551
hop_308,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)Cn(c3)[nH+]c(c34)cc(cc4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from Cn(c1)[nH+]c(c12)cccc2,-8.36,0.6609,9.008
hop_309,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@]34[C@@H](CC(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([C@@H](C3(C)C)C(=O)N=C4N)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@]12C(C)(C)[C@@H](CC1)C(=O)N=C2N,-3.25,0.473,6.487
hop_310,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]34C[C@@H](N(C[C@H]56)C[C@H](N6)CC5)C(=O)[C@@](C)(C4(C)C)N(C3=O)S(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@]12C(C)(C)[C@@H](C(=O)N2)CCC1=O,-5.52,0.5837,6.905
hop_311,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@H](C(=O)N(C[C@H]45)C[C@H](N5)CC4)[N@H+](C)C[C@@H]([C@@]36O)C[C@H](CC6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1C[N@H+](C)C[C@@H]([C@@]12O)CCCC2,-3.87,0.4452,6.2
hop_312,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)CC#C[C@]([C@H]34)(N(C[C@H]56)C[C@H](N6)CC5)C[N@@H+](CC3)[C@H](C)[C@H]4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C#C[C@H]([C@H]12)C[N@@H+]([C@@H](C)C1)CC2,0.59,0.5072,8.42
hop_313,C1[C@@H](F)CN(CCC2)[C@]12COc3c(cc(s3)N(C[C@H]45)C[C@H](N5)CC4)NS(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from c1ccsc1,-4.46,0.4672,6.456
hop_314,C1[C@@H](F)CN(CCC2)[C@]12COc3[nH+]c(N(C[C@H]45)C[C@H](N5)CC4)c(s3)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from c1csc[nH+]1,-9.39,0.722,9.065
hop_315,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](C[C@@H]3N)Cc(c34)oc(c4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from c1coc(c12)CCC[C@H]2N,-10.83,0.8758,9.283
hop_316,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H](c(c34)c(oc3)N(C[C@H]56)C[C@H](N6)CC5)C(C)=C(C)[C@H]4c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C1)=C(C)Cc(c12)coc2,-3.94,0.5632,6.591
hop_317,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H]([C@]3(C)CN(C[C@H]45)C[C@H](N5)CC4)[C@@](C)(NC3=O)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C(=O)NC(C)(C)C1,-4.47,0.4323,6.371
hop_318,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)c(C#CC)c(N(C[C@H]45)C[C@H](N5)CC4)c(c36)OC[C@@H](CO6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC#Cc(c1)ccc(c12)OCCCO2,-1.04,0.5232,8.754
hop_319,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]3Nc([nH+]ccc4)c4Cc(c35)c(N(C[C@H]67)C[C@H](N7)CC6)cc(c5)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from c1cc[nH+]c(N[C@H]2C)c1Cc(c23)cccc3,-1.56,0.3543,6.722
hop_320,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]3(C)[C@@H](C)[C@H](N(C[C@H]45)C[C@H](N5)CC4)CN(C3=O)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from O=C1[C@H](C)[C@H](C)CCN1,-4.41,0.5012,6.497
hop_321,C1[C@@H](F)CN(CCC2)[C@]12COc(c3N(C[C@H]45)C[C@H](N5)CC4)c(C#CC)n(n3)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 2 from CC#Cc1ccnn1C,-5.36,0.3469,6.414
hop_322,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)c(c([NH3+])c3)c(N(C[C@H]45)C[C@H](N5)CC4)c(c36)NCCN=C6C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1c([NH3+])ccc(c12)NCCN=C2,-6.1,0.4468,6.394
hop_323,C#Cc1c(F)ccc(c12)cc(O)cc2Cc(cn3)n(c34)[C@@H]([C@H](S4(=O)=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from n1cc(C)n(c12)CCS2(=O)=O,-6.46,0.478,8.989
hop_324,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]34[C@H]5[C@H](CCCC5)C[C@@]([C@@H]3O)(N(C[C@H]67)C[C@H](N7)CC6)C[C@H](C4)CCc8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1CCC[C@@H]([C@@H]1[C@@H]23)C[C@H]([C@@H]2O)CCC3,-6.44,0.6639,7.218
hop_325,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)c([NH3+])c(N(C[C@H]45)C[C@H](N5)CC4)c(c36)N(C)C(=O)C[C@](C)(N6C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CN1C(=O)C[C@@H](C)N(C)c(c12)ccc(c2)[NH3+],-1.1,0.5115,9.054
hop_326,C1[C@@H](F)CN(CCC2)[C@]12COc3ccc(C(=O)N(C[C@H]45)C[C@H](N5)CC4)n(c36)c(c(C#N)c6N)Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from N#Cc(c1N)c(C)n(c12)cccc2,-4.41,0.4034,6.889
hop_327,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@]3(C)C[C@@H](O4)C(=C([C@H]34)C(=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H]1C[C@@H](O2)C=C[C@H]12,-5.22,0.4935,6.264
hop_328,C1[C@@H](F)CN(CCC2)[C@]12COc3nn(c(c3C#CC)N(C[C@H]45)C[C@H](N5)CC4)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC#Cc1cn[nH]c1,-4.5,0.4194,6.494
hop_329,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)c(c3N(C[C@H]45)C[C@H](N5)CC4)c(C#N)n(c3C)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from N#Cc1ccc(C)n1C,-4.7,0.6465,9.016
hop_330,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@]3(CN(C[C@H]45)C[C@H](N5)CC4)NCC(=C(C3)C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from N1CC(C)=C(C)CC1(C)C,-5.87,0.6074,6.837
hop_331,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C(=O)C[C@@H]34)[C@H]([C@@H]3N(C[C@H]56)C[C@H](N6)CC5)[C@H](C)[C@]4(C)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)([C@H]12)[C@@H](C)[C@@H](C1)NC(=O)C2,-5.67,0.617,9.378
hop_332,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[N@+]34[C@H]([C@@H](C)[C@@H](CC3)N(C[C@H]56)C[C@H](N6)CC5)C[C@H](CC4)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H]1CCC[N@@H+]([C@@H]12)CCCC2,-4.46,0.4165,6.242
hop_333,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]3[C@@H]([C@H]4ON=C5CN(C[C@H]67)C[C@H](N7)CC6)CC[C@H]3[C@@]45CC(=O)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from CC1=NO[C@H]([C@H]12)[C@H]3C[C@@H]2CC3,-6.11,0.5996,6.565
hop_334,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)c6[C@@H]([NH3+])[C@@H](c(c6c37)ccc7)NC(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from c12c3cccc2cccc1[C@@H]([NH3+])[C@@H]3N,-4.31,0.4199,6.755
hop_335,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)C[C@@]3([NH2+][C@@](C)([C@@H](C)OC3)CN(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@@H](C)OCC(C)(C)[NH2+]1,-5.27,0.3463,6.254
hop_336,C1C[C@@H](N2)CN(C[C@H]12)[C@H]3COC[C@@H](OC[C@@]45N(C[C@H](F)C4)CCC5)C[C@@H]3CCNC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1CCCOCC1,-6.11,0.5168,6.389
hop_337,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@@](C)(CN(C[C@H]45)C[C@H](N5)CC4)[N@@H+](CC6)[C@](C)(CC36)Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from C12CC(C)(C)[N@@H+](C(C)(C)C1)CC2,-3.65,0.476,6.602
hop_338,Nc(n1)nnc(c12)c(N(C[C@H]34)C[C@H](N4)CC3)c(C)c(OC[C@@]56N(C[C@H](F)C5)CCC6)c2NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc(c1)ccc(c12)nc(N)nn2,-6.7,0.461,7.08
hop_339,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)n(c3N)nc(c34)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)CN[C@@H]4CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Nc1[nH]nc(c12)CCNC2,-3.85,0.352,6.084
hop_340,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@@H]([C@H]36)[C@]6(C#C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C#C[C@]1(C)[C@@H]([C@H]12)CCCC2,-4.18,0.4923,6.444
hop_341,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@@H](C[C@@](C)(C3)C4)C[C@H]5N(C[C@H]67)C[C@H](N7)CC6)[C@@]3(C)C[C@]45CN(C)C(=O)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from C[C@]12C[C@@]3(C)C[C@@H](C2)CC[C@@H](C1)C3,-4.42,0.5322,9.593
hop_342,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]([C@@H]3[C@H]45)N(C[C@H]67)C[C@H](N7)CC6)[C@H](C3=O)[C@H](C)[C@@H]5C[C@@H](CC4)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from C1CCC[C@H]([C@@H]2C)[C@H]1[C@@H](C(=O)[C@@H]23)CCC3,-6.34,0.4568,7.026
hop_343,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([NH3+])[C@@H]([C@H]36)[C@H](N(C)C6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from CN(C1)C[C@@H]([C@H]12)CCC[C@@H]2[NH3+],-3.1,0.3889,6.206
hop_344,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@@H]([C@@H]([C@@H](N)c(c34)sc(n4)C)N(C[C@H]56)C[C@H](N6)CC5)N7CCC(CC7)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from Cc(s1)nc(c12)CCC[C@H]2N,-3.53,0.4409,7.195
hop_345,C1C[C@@H](N2)CN(C[C@H]12)[C@H](C3)[C@@H](O4)C[C@]([C@H]34)(OC[C@@]56N(C[C@H](F)C5)CCC6)CC#CCc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@H]([C@H]12)C[C@H](O2)CC1,-5.17,0.4044,7.158
hop_346,C1[C@@H](F)CN(CCC2)[C@]12CO[C@](C3)(C(=O)C4)[C@H](CCC5)[C@]5([C@]34N(C[C@H]67)C[C@H](N7)CC6)CC(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1C[C@@H](C2)[C@H]([C@@H]3[C@H]12)CCC3,-4.86,0.4614,6.46
hop_347,C1[C@@H](F)CN(CCC2)[C@]12COCC3=NN[C@H]([C@@]3(C)N(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1=NN[C@@H](C)[C@@H]1C,-5.67,0.5015,6.612
hop_348,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@@H](NC(O3)=O)C#CCN(C[C@H]45)C[C@H](N5)CC4)[C@@]3(C)c6cccc(c6)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@@H](O1)CCNC1=O,-3.75,0.4432,6.665
hop_349,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)n(c3N)SCC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from Nc1cccn1S,-7.69,0.5942,8.951
