Index,Example,IUPAC,SMILES
367,367,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidine-2, 5-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1C(NC(C1)=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
368,368,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1C(NCC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
369,369,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-.fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)imidazolidine-2,4- dione",Did not work
370,370,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)imidazolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1NC(NC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
371,371,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1CCC(N1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
372,372,"1-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCN1C(NCC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
373,373,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)azetidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1CC(N1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
374,374,"3-amino-4-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)butanoic acid",NC(CC(=O)O)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
375,375,"3-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCC1C(NCC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
376,376,"4-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCC1CC(NC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
377,377,"5-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)pyrrolidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCC1CCC(N1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
378,378,"1-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidine-2, 4-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCN1C(NC(C1)=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
379,379,"3-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS))-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl)imidazolidine-2,4-dione",Did not work
380,380,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrol izin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydroimidazo[1,5-a]pyrazin-3(2H)- one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2N(CC1)C(NC2)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
381,381,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl) tetrahydroimidazo[1,5-a]pyrazinee- 1,3(2H,5H -dione",Did not work
382,382,"4-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yI)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl) imidazolidin-2-one",Did not work
383,383,"5-(2-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)ethyl) imidazolidine-2, 4-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCC1C(NC(N1)=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
384,384,"4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)(methyl)amino)methyl)azetidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N(C)CC1CC(N1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
385,385,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1-methyl-1H- pyrazole-3-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1=CC(=NN1C)C(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
386,386,"(R)-4-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4- oxazepan-6-ol",C(#C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOC[C@@](C1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
387,387,"1-(2-(2-(dimethylamino)ethoxy)-7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8- fluoropyrido[4,3-d]pyrimidin-4-yl)piperidin-3-ol",CN(CCOC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)C#C)F)O)F)N2CC(CCC2)O)C
388,388,"(lR,5R,6R)-3-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- azabicyclo[3.2.1]octan-6-ol",Did not work
389,389,"5-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole- l,3(2H,3aH)-dione",Did not work
390,390,"6-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azabicyclo[3.2.1]octan-3-ol",C(#C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C2CC(CC(C1)C2)O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
391,391,"5-ethynyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)-4-(6-(hydroxymethyl)-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7- yl)naphthalen-2-ol",C(#C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)CO)OC[C@]12CCCN2C[C@@H](C1)F)F
392,392,"6-(7-(8-cthynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one",Did not work
393,393,"6-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-2-ol",C(#C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(C2)O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
394,394,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynyl-6- fluoronaphthalen-2-ol",NC1=NN2C(CN(CCC2)C=2C3=C(N=C(N2)OC[C@]24CCCN4C[C@@H](C2)F)C(=C(N=C3)C3=CC(=CC2=CC=C(C(=C32)C#C)F)O)F)=C1
395,395,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-onc",Did not work
396,396,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-l ,3,7-triazaspiro[4.5]decane 2,2-dioxide",Did not work
397,397,"7-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)- 1,3,7- triazaspiro[4.5]decane-2, 4-dione",C(#C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(C(NC(N2)=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
398,398,"5-(7-(8-ethynyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-lH-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",Did not work
399,399,"(R)-. 1-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol",Did not work
400,400,"4-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy )pyrido[4,3-d]pyrimidin-4-yl)-6-methyl- 1,4- oxazepan-6-ol",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
401,401,"5-bromo-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)-4-(6-(hydroxymethyl)-l ,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7- yl)naphthalen-2-ol",Did not work
402,402,"3-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2CC(C(C1)C2)O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
403,403,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azabicyclo[3.2.1]octan-3-ol",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C2CC(CC(C1)C2)O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
404,404,"5-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole- 1,3(2H,3aH)-dione",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)C(NC2=O)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
405,405,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
406,406,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNC2=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
407,407,"6-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-2-ol",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(C2)O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
408,408,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-bromo-6- fluoronaphthalen-2-ol",NC1=NN2C(CN(CCC2)C=2C3=C(N=C(N2)OC[C@]24CCCN4C[C@@H](C2)F)C(=C(N=C3)C3=CC(=CC2=CC=C(C(=C32)Br)F)O)F)=C1
409,409,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalcn-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohcxahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",Did not work
410,410,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2.R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione",Did not work
411,411,"7-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNSN2)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
412,412,"5-(7-(8-bromo-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolo [ 1 ,5 -a] [1,4] diazepine-2-carboxamide",BrC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)N(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
413,413,"(R)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7- triazaspiro[4.5]decane-2, 4-dione",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(C(NC(N2)=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
414,414,"1-( 1-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
415,415,"(S)-7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yI)-1,3,7- triazaspiro[4.5]decan-2-one",Did not work
416,416,"(S)-6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6- diazaspiro[3.5]nonan-2-one",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(CC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
417,417,"7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7- lriazaspiro[4.5]decane 2,2-dioxide",Did not work
418,418,"(R)-1-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
419,419,"4-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
420,420,"5-chloro-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (6-(hydroxymethyl)-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",ClC1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)CO)OC[C@]12CCCN2C[C@@H](C1)F)F
421,421,"3-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2CC(C(C1)C2)O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
422,422,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azabicyclo[3.2.1]octan-3-ol",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C2CC(CC(C1)C2)O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
423,423,"5-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)tetrahydropyrrolo[3,4-c]pyrrole-1,3(2H,3aH)-dione",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)C(NC2=O)=O)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
424,424,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,6-diazaspiro[3.5]nonan-1-one",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNC2=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
425,425,"6-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro- 1H -pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol",ClC=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(C2)O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
426,426,"4-(4-(2-amino-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloro-6- fluoronaphthalen-2-ol",NC1=NN2C(CN(CCC2)C=2C3=C(N=C(N2)OC[C@]24CCCN4C[C@@H](C2)F)C(=C(N=C3)C3=CC(=CC2=CC=C(C(=C32)Cl)F)O)F)=C1
427,427,"5-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolof 1 ,5-a] [1,4]diazepine-2-carboxamide",Did not work
428,428,"7-(7-(8-chloro-7-fluoro-3-hydroxynaphthalen-1-yl)-2-((l- ((dimethylamino)methyl)cyclopropyl)methoxy)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-2-thia- l,3,7-triazaspiro[4.5]decane 2,2-dioxide",Did not work
429,429,"1-(8-fluoro-7-(2-fluoro-5-hydroxyphenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)(O)C)OCC21CCCN1CCC2)C2=C(C=CC(=C2)O)F
430,430,"1-(8-fluoro-2-((hexahydro-1H -pyrrolizin-7a-yl)methoxy)-7-(5-methyl-1H -indazol-4- yl)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)(O)C)OCC21CCCN1CCC2)C2=C1C=NNC1=CC=C2C
