Index,Example,IUPAC,SMILES
231,231,"5-(((8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1H-pyrazol-3(2H)-one",FC1=C(N=CC2=C1N=C(N=C2NCC2=CC(NN2)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
232,232,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(6- azaspiro[3.5]nonan-6-yl)pyrido[4,3-d]pyrimidine",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CCC1)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
233,233,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-1-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CCC1O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
234,234,"8-fluoro-4-(2-fluoro-6-azaspiro[3.5]nonan-6-yl)-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(C1)F)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
235,235,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-2-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(C1)O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
236,236,"3-(((8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)pyrrolidine-2,5-dione",FC1=C(N=CC2=C1N=C(N=C2NCC2C(NC(C2)=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
237,237,"1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-methylpiperidine-3-sulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)S(=O)(=O)NC)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
238,238,"N-(2-(3-amino-1H-1,2,4-triazol-5-yl)ethyl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-2- ((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]dpyrimidin-4-amine",Did not work
239,239,"2-( 1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)isothiazolidine 1,1 -dioxide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)N2S(CCC2)(=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
240,240,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-(l,2,3,5,6,7-hexahydropyrrolizin-8-ylmethoxy)-4-[3- (sulfamoylamino)piperidin-1-yl]pyrido[4,3-d]pyrimidine",Did not work
241,241,"1 -(1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)urea",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)NC(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
242,242,"N-( 1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)formamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)NC=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
243,243,"1-(1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-4-yl)urea",FC1=C(N=CC2=C1N=C(N=C2N2CCC(CC2)NC(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
244,244,"N-( 1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-4-yl)formamide",FC1=C(N=CC2=C1N=C(N=C2N2CCC(CC2)NC=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
245,245,"4-(7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)-8-fluoro-7-(8-fluoronaphthalen-1- yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",N1=CC=C2N1CCCN(C2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C1=CC=CC2=CC=CC(=C12)F)F
246,246,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6,7,8,9-tetrahydro-5H-pyrido[3,2-c]azepine",FC1=C(N=CC2=C1N=C(N=C2N2CC1=C(CCC2)N=CC=C1)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
247,247,"8-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy) pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,8-triazaspiro[5.5]undecane 2,2-dioxide",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CCNS(N1)(=O)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
248,248,"1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin 3 yl sulfamate",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)NS([O-])(=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
249,249,"1-(4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)morpholin-2-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(OCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
250,250,"8-fluoro-7-(8-fluoronaphthalen-]-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(3- (methylsulfonyl)azepan-1-yl)pyrido[4,3-d]pyrimidine",Did not work
251,251,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(3- (methylsulfonyl)azocan-1-yl)pyrido[1,3d]pyrimidinc",Did not work
252,252,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane 2,2-dioxide",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CNS(N1)(=O)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
253,253,"4-(3-(1H-1,2,4-triazol-1-yl)azetidin-1-yl)-8-fluoro-7-(8-fluoronaphthalen-1-yl)-2- ((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",N1(N=CN=C1)C1CN(C1)C=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F
254,254,"8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(2-methyl- 7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)pyrido[4,3-d]pyrimidine",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)C)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
255,255,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a] [1,4]diazepin-7-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CC(C2)O)N=CC1)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
256,256,"1-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-8-fluoro-7-(8-fluoronaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)N2CC(CCC2)(O)C
257,257,"1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((1-(pyrrolidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[1,3-d]pyrimidin-4-yl)-3-mcthylpipcridin-3-ol",Did not work
258,258,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a] [1,4]diazepine-2-carboxamide",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)C(=O)N)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
259,259,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-methyl-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepine-2-carboxamide",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)C(=O)NC)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
260,260,"1 5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepine-2-carboxamide",Did not work
261,261,"(5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)melhoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a] [1,4]diazepin-2-y l)methanol",Did not work
262,262,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrblizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-6-azaspiro[3.5]nonane",Did not work
263,263,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-methyl-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4] diazepin-2-amine",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)NC)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
264,264,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a] [1,4]diazepin-2-am ine",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)N(C)C)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
265,265,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[1,3d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decane-1,3-dione",Did not work
266,266,"6-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.6]decan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
267,267,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4, 3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.6]undecane-2, 4-dione",FC1=C(N=CC2=C1N=C(N=C2N2CC1(C(NC(N1)=O)=O)CCCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
268,268,"(R)-( 1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanol",FC1=C(N=CC2=C1N=C(N=C2N2C[C@@H](CCC2)CO)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
269,269,"(4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,4-oxazepan-2-yl)methanol",FC1=C(N=CC2=C1N=C(N=C2N2CC(OCCC2)CO)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
270,270,"4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,4-oxazepane-6-carboxamide",FC1=C(N=CC2=C1N=C(N=C2N2CCOCC(C2)C(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
271,271,"4-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-(methylsulfonyl)-1,4-oxazepane",FC1=C(N=CC2=C1N=C(N=C2N2CCOCC(C2)S(=O)(=O)C)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
272,272,"10-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy )pyrido[4,3-d]pyrimidin-4-yl)-7-oxa-1, 3, 10-triazaspiro[4.6]undecane-2, 4-dione",FC1=C(N=CC2=C1N=C(N=C2N2CCOCC1(C(NC(N1)=O)=O)C2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
273,273,"(S)-1-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidine-3-carboxamide",FC1=C(N=CC2=C1N=C(N=C2N2C[C@H](CCC2)C(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
274,274,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydropyrazolo[4,3- c]azepine-2(4H)-carboxamide",FC1=C(N=CC2=C1N=C(N=C2N2CC=1C(CCC2)=NN(C1)C(=O)N(C)C)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
275,275,"N-(5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][.l,4]diazepin-2-yl)acetamide",Did not work
276,276,"(5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepin-2-yl)(morpholino)methanone",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1)C(=O)N1CCOCC1)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
277,277,"azetidin-1-yl(5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepin-2-yl)methanone",N1(CCC1)C(=O)C1=NN2C(CN(CCC2)C=2C3=C(N=C(N2)OCC24CCCN4CCC2)C(=C(N=C3)C3=CC=CC2=CC=CC(=C32)F)F)=C1
278,278,"5-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methyl-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepin-2-amine",FC1=C(N=CC2=C1N=C(N=C2N2CC=1N(CCC2)N=C(C1C)N)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F
279,279,"3 -((8-fluoro-7-(8-fluoronaphthalen- 1 -y l)-2-((hexahydro- 1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)tetrahydrothiophene 1,1-dioxide",FC1=C(N=CC2=C1N=C(N=C2NC2CS(CC2)(=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
280,280,"(S)-7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,7-diazaspiro[4.4]nonan-3-one",FC1=C(N=CC2=C1N=C(N=C2N2C[C@]1(CC(NC1)=O)CC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
281,281,"1-( 1-(7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OCC12CCCN2CCC1)F
282,282,"7-(7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4-dione",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(C(NC(N2)=O)=O)CCC1)OCC12CCCN2CCC1)F
283,283,"6-(7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(N2)=O)CCC1)OCC12CCCN2CCC1)F
284,284,"7-(7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNC(N2)=O)CCC1)OCC12CCCN2CCC1)F
285,285,"1-( 1-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OCC12CCCN2CCC1)F
286,286,"7-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decan-3-one",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(NC2)=O)CCC1)OCC12CCCN2CCC1)F
287,287,"N-((1H-pyrazol-4-yl)methyl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",N1N=CC(=C1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)CC)F
288,288,"6-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(N2)=O)CCC1)OCC12CCCN2CCC1)F
289,289,"(4-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,4-oxazepan-6-yl)methanol",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)CO)OCC12CCCN2CCC1)F
290,290,"3-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2CC(C(C1)C2)O)OCC21CCCN1CCC2)F
291,291,"4-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)(O)C)OCC12CCCN2CCC1)F
292,292,"5-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-1,3(2H,3aH)-dione",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)C(NC2=O)=O)OCC21CCCN1CCC2)F
293,293,"7-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4-dione",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(C(NC(N2)=O)=O)CCC1)OCC12CCCN2CCC1)F
294,294,"7-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNC(N2)=O)CCC1)OCC12CCCN2CCC1)F
295,295,"4-(3-(l H.-.1 ,2,4-triazol-3-yl)piperidin-1-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2- ((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",Did not work
296,296,"(3R,5R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidine-3,5- diol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](C[C@H](C1)O)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
297,297,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-(( 1-(pyridin-4-yl)-1H-pyrazol-4-yl)amino)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)NC=1C=NN(C1)C1=CC=NC=C1)OC[C@]12CCCN2C[C@@H](C1)F)F
298,298,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-(3-(pyridin-3-yl)propoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)OCCCC=1C=NC=CC1)OC[C@]12CCCN2C[C@@H](C1)F)F
299,299,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
300,300,"(R)-7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7triazaspiro[4.5]decan-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@]2(CNC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
301,301,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((3R,7aS)-3- (hydroxymethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@]12CCCN2[C@H](CC1)CO)F)O)F
302,302,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((3S,7aR)-3- (hydroxymethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- methyIpiperidin-3-oI",Did not work
